AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.819532064887 (0.00767514933633),0.9335 (0.00154272486205),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=5, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.452835615138 (0.0223085886376),0.340018587926 (0.0128740162466),0.22551678078 (0.00807501495712),0.190940833778 (0.00696528636409),0.1148950941 (0.00351993088993),0.084996240681 (0.00203992268449),0.0768696256192 (0.00185772144947),0.338858421502 (0.0104805609772),0.508857185306 (0.0100948341119),0.675183707056 (0.0106969848883),0.715505021512 (0.0138519744442),0.860200458632 (0.0111503184757),0.955798230237 (0.00481641546659),0.978448714582 (0.00183075101202),0.387589168783 (0.0147934142484),0.407591290489 (0.0121150369591),0.338068656389 (0.0102539155439),0.301412313805 (0.0097176241004),0.202701027933 (0.00567290721298),0.156103817242 (0.00345946400431),0.142535420095 (0.00320001188455),0.155195140839 (0.000538225780674),0.637835979462 (0.0140830157827)
0.827534909587 (0.0052313565235),0.934933333333 (0.00148428808225),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=10, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.460759493671 (0.0138125136921),0.347550816395 (0.00935399456689),0.228454354575 (0.00645117450311),0.194695652013 (0.00575391197727),0.11647180984 (0.00311518084247),0.0854522812645 (0.00226103109787),0.0770436778334 (0.00185189256739),0.344855143355 (0.0022607933201),0.520148284138 (0.00633592881946),0.683676746646 (0.00627511602339),0.729117422343 (0.00756868911176),0.871408418081 (0.00740591690131),0.959254758879 (0.00407148067951),0.980154970681 (0.00268501383554),0.394413867501 (0.00646687489134),0.416625430072 (0.00782965320477),0.342433244859 (0.00774229775648),0.307297918759 (0.00765453181118),0.205466950502 (0.00494511705075),0.156918574894 (0.003848911479),0.14285263815 (0.00318653545678),0.158363389969 (0.00155100334645),0.841696739197 (0.0445587965268)
0.838770760367 (0.00498127441663),0.9364 (0.00153304345086),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.471952031979 (0.0142801809104),0.356947684105 (0.00845203004998),0.232527912015 (0.00620165398054),0.200127785326 (0.00612616601508),0.118470575054 (0.00345724058157),0.0860850628861 (0.00238387350147),0.0773146151131 (0.00180701927784),0.353279189162 (0.00634653641088),0.534239040545 (0.00499032496176),0.695856315926 (0.00404999177129),0.748542251984 (0.00599259691469),0.886209559516 (0.00772199565463),0.965906343342 (0.00439377396966),0.983263558215 (0.00304781721539),0.404025930381 (0.00847683241469),0.427898738874 (0.00650857387746),0.348537720954 (0.00725879570444),0.315788933188 (0.00809992295893),0.208988774727 (0.00552999635775),0.158074496826 (0.00407003507703),0.143351390976 (0.00310262012108),0.122139835358 (0.000573297977874),1.46958422661 (0.0105113244145)
0.817012817086 (0.00364528864337),0.933193333333 (0.0014679388422),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.416973244828 (0.00884908452482),0.319078804071 (0.00759113769597),0.217647965489 (0.00705660376809),0.192332542811 (0.00542356467282),0.115638938881 (0.0031759241666),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.326397612533 (0.01242051085),0.486028784835 (0.00397239271724),0.671184846347 (0.00321665836119),0.71946911067 (0.00528052655638),0.884764489202 (0.00570689367252),1.0 (0.0),1.0 (0.0),0.365966049604 (0.00799539639687),0.385196992336 (0.00599843543974),0.328654406365 (0.00832087246535),0.303495912996 (0.00708376908036),0.204525386628 (0.004934239027),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.21099562645 (0.048262086783),2.01055498123 (0.0576397681724)
0.682880625473 (0.0309717404716),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=1, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.225778276473 (0.0913299352119),0.176518085254 (0.0257916418226),0.123764340452 (0.0078000257599),0.117201483259 (0.00866119711361),0.0937172539188 (0.00335414317637),0.073937404483 (0.00554939846042),0.0715361468782 (0.00406476608258),0.269151981917 (0.0562837169394),0.314028907877 (0.0776795690708),0.469581792407 (0.108085976405),0.53147899273 (0.0802471078281),0.768417176438 (0.0228192851085),0.946091576196 (0.0305663869496),0.960588876648 (0.018998985035),0.241872913729 (0.0720201046437),0.225354813683 (0.0400881445967),0.194059061029 (0.0118643978745),0.191186826007 (0.0122185370978),0.167040035427 (0.00558801517857),0.137055642758 (0.00930334623939),0.13311199131 (0.0069325750384),0.15387096405 (0.00144039174113),0.432959365845 (0.0444729624465)
0.819339288049 (0.00293071951389),0.933493333333 (0.00154076460095),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.458964241327 (0.0175036601373),0.34396892591 (0.0110173974451),0.224623307104 (0.00529646686871),0.191018223477 (0.00596771815098),0.114029894408 (0.00290100468083),0.0850868698399 (0.00211369365387),0.076940278355 (0.00185465439316),0.343534205585 (0.0073581720739),0.514910311242 (0.00838313572054),0.675282390902 (0.00803148360887),0.714789026804 (0.010924619559),0.859051031059 (0.00317722924518),0.955000145336 (0.00239787942162),0.978850225671 (0.00146042702338),0.392892605161 (0.0107260829341),0.412371892482 (0.00996679062476),0.337077819826 (0.00632432266365),0.301442995669 (0.00810299148682),0.20132198083 (0.00454019194463),0.156245495276 (0.00357738260204),0.142661086767 (0.00319230810968),0.155273008347 (0.00055421694691),0.621017742157 (0.00962028044075)
0.828196501604 (0.00624423314188),0.934826666667 (0.00131730364339),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=10, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.466489007328 (0.0140596630267),0.348083972009 (0.0109904763611),0.227954585919 (0.0058901897607),0.195227817758 (0.00534912002324),0.116263897622 (0.00326495702143),0.085422369832 (0.00228404023384),0.0770527273644 (0.00191969626066),0.349168747892 (0.00492412429297),0.520879735849 (0.00668259191023),0.682459440374 (0.00880782508121),0.730470573466 (0.00710880970688),0.869881699948 (0.00771037264735),0.958753069704 (0.00476869121403),0.980131948349 (0.00206646681603),0.39933514575 (0.00761909047527),0.417243340558 (0.00955329190239),0.341717658846 (0.00708488256782),0.308080113383 (0.00700892326307),0.205101079516 (0.00520978888455),0.156861415298 (0.00389217721745),0.142867938935 (0.00331128976028),0.158505439758 (0.00073164208259),0.839729070663 (0.0464201858431)
0.840691735009 (0.00506297967953),0.93672 (0.00178395316331),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.47235176549 (0.0111480349971),0.356014661779 (0.00909299988047),0.233594400933 (0.00557122444765),0.200373283562 (0.00539162136359),0.118712085861 (0.00330429514292),0.0860850628861 (0.00219457615032),0.0773930434101 (0.00191894666903),0.353617948909 (0.00482307446663),0.532829914661 (0.00616080287164),0.699109955351 (0.00575412018491),0.749507817861 (0.00420687192213),0.888036765228 (0.00750854972895),0.965962785163 (0.00426345757178),0.984228713843 (0.00346033121601),0.404393786639 (0.00581105783142),0.426776326104 (0.00746799319734),0.350144064818 (0.00641119835701),0.316180460719 (0.00694829651339),0.209415396777 (0.00526376552727),0.158075249064 (0.00372523013875),0.143496464268 (0.00331027528634),0.121506404877 (0.000872030251869),1.35360069275 (0.015134132245)
0.824402905889 (0.00324133846655),0.934873333333 (0.00131848397791),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.443374827591 (0.0136971737985),0.326252556328 (0.012235929557),0.217801984769 (0.0066305698418),0.193696669852 (0.00705380520673),0.108091941662 (0.00321739901499),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.33939439558 (0.0119996355185),0.507542500921 (0.0110150854269),0.69245908673 (0.00642086629764),0.73356334257 (0.00919240209831),0.90745833811 (0.00464091372206),1.0 (0.0),1.0 (0.0),0.384433179895 (0.0121480091622),0.396941469029 (0.00815523166668),0.331327055127 (0.00798759441516),0.306428311796 (0.00943059369462),0.193158721991 (0.00516937277414),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.12222776413 (0.00848667074305),1.66095061302 (0.0104561796059)
0.672765762534 (0.035617245592),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=1, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.213364185269 (0.120788036651),0.148125353132 (0.0618796265002),0.120073043436 (0.0238532801543),0.113643600296 (0.0155938649948),0.0890691659944 (0.0111157994746),0.0761373799027 (0.00503567754051),0.0708998230595 (0.00364774106049),0.271264844416 (0.0362587284845),0.42362303349 (0.161256817946),0.50706913441 (0.110771356352),0.543773817533 (0.0886464030621),0.824835311163 (0.0846422480053),0.943894141329 (0.0203394506803),0.976751517281 (0.0140453480419),0.228053641715 (0.077962254548),0.206001777204 (0.0591150656853),0.191350983486 (0.0296145625448),0.186526983734 (0.0202725984288),0.16015612509 (0.0172723289925),0.140838641986 (0.00842664548807),0.132172058962 (0.00626720781807),0.153801631927 (0.00157405255667),0.422065448761 (0.0190222674891)
0.822025743705 (0.0068317792701),0.93346 (0.00163345577772),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.451653773371 (0.0155602727198),0.340953015661 (0.0092571038816),0.224578258045 (0.00951110981121),0.192491081133 (0.00713615814263),0.115384246069 (0.00363348579615),0.084885900968 (0.00203429160693),0.0769251758475 (0.00187419937962),0.338235509111 (0.0087906240361),0.510408180481 (0.0132225494862),0.678873801918 (0.0119800312545),0.721961214348 (0.0127804343325),0.864231719227 (0.0114186195365),0.955412333806 (0.00517835126999),0.979345850699 (0.00309479111443),0.386749828624 (0.0106933560783),0.408759730624 (0.00978811168086),0.337429070525 (0.0116961845204),0.303910335378 (0.00980631012354),0.203575443068 (0.00588979656267),0.155912774018 (0.00345675835699),0.142640392589 (0.0032306681818),0.155717849731 (0.000767234736446),0.64342918396 (0.0103208904767)
0.826627648323 (0.00556839792511),0.93494 (0.0014299028716),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=10, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.463824117255 (0.0141665917229),0.347060440213 (0.00747693408654),0.228158591142 (0.00583234375819),0.1942495507 (0.00578477862722),0.116132700428 (0.00330921097385),0.0853989285724 (0.00228159744742),0.0771030748122 (0.00196776412619),0.347169509386 (0.00495149200616),0.519496638031 (0.00438082450905),0.683540835081 (0.00575770609705),0.727437174971 (0.008720670552),0.868791326565 (0.0093644469053),0.958755270942 (0.00632817276959),0.980913316911 (0.0030104474447),0.397050998732 (0.00772074868114),0.416064408379 (0.00538457571814),0.342079930971 (0.00674351783992),0.306593088041 (0.00774848045418),0.204866601549 (0.00530248061216),0.156822049639 (0.00389571417991),0.142962875847 (0.00340303492327),0.158364152908 (0.00103409515001),0.843380403519 (0.0439223137988)
0.838616748021 (0.00543753434552),0.93666 (0.00153150615771),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.470820429523 (0.0156931269432),0.353415528157 (0.00976881276963),0.2323946009 (0.00616753034671),0.199706705773 (0.00561320244957),0.118418772082 (0.00317317781006),0.0859332150837 (0.00225300412269),0.0772634095258 (0.00186371787442),0.352448706774 (0.00661062902984),0.528911138676 (0.00618131093223),0.695466604076 (0.0053165504146),0.747006172945 (0.00646353635214),0.885869532926 (0.00771210467732),0.964250819039 (0.00454148242914),0.982648672023 (0.00297065124124),0.403068099495 (0.00934397893371),0.423651219937 (0.00818244558588),0.348339140704 (0.00726989381157),0.315127919687 (0.0073532150074),0.208898724442 (0.00504098044),0.157796300991 (0.00383264279213),0.143256810366 (0.00320722303102),0.121813011169 (0.00100548426987),1.45412755013 (0.0166170232136)
0.815557282087 (0.00394035385851),0.933193333333 (0.00121058296333),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.4207922243 (0.00963067035906),0.320165470265 (0.00818743764732),0.217810320385 (0.00576835464189),0.19116723739 (0.00476044797732),0.115291760058 (0.00332123978015),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.325905865543 (0.0144796995518),0.490479447785 (0.00453482999182),0.670371802427 (0.00174441012002),0.715429411333 (0.00336856950544),0.884382513009 (0.00620550457592),1.0 (0.0),1.0 (0.0),0.367119475619 (0.0103651087058),0.387373954707 (0.00650947012505),0.328744153903 (0.00641493143768),0.301685812308 (0.00603679876021),0.203976864035 (0.0052915025561),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.210346364975 (0.0484160200823),1.97202057838 (0.0111255683534)
